Old Code,Item No. (Unique SKU code),Item/Service Description,New Item/Service Description for Tax,Item Group,Product,Category,Packing Type,Product Type,Packing Size,Section
2693,2693,GAZAL SUMAK POWDER STAND UP 100 GM,NOOR GAZAL SUMAK POWDER STAND UP 100 GM,FINISHED GOODS,SUMAK POWDER,SPICES,PILLOW,POWDER,100,MASALA TABLE
2694,2694,GAZAL LEMON SALT STANDUP 100 GM,NOOR GAZAL LEMON SALT STANDUP 100 GM,FINISHED GOODS,LEMON SALT,SPICES,STAND UP,POWDER,100,KAHWA SECTION
2695,2695,GAZAL CHICKEN MASALA STAND UP 100 GM,NOOR GAZAL CHICKEN MASALA STAND UP 100 GM,FINISHED GOODS,CHICKEN MASALA,SPICES,STAND UP,POWDER,100,NON MOVING
2696,2696,GAZAL FISH MASALA STANDUP 100 GM,GAZAL FISH MASALA STANDUP 100 GM,FINISHED GOODS,FISH MASALA,SPICES,STAND UP,POWDER,100,KAHWA SECTION
2697,2697,GAZAL MEAT MASALA STANDUP 100 GM,NOOR GAZAL MEAT MASALA STAND UP 100 GM,FINISHED GOODS,MEAT MASALA,SPICES,STAND UP,POWDER,100,KAHWA SECTION
2698,2698,GAZAL SAMBAR MASALA STANDUP 100 GM,NOOR GAZAL SAMBAR MASALA STAND UP 100 GM,FINISHED GOODS,SAMBAR MASALA,SPICES,BOX,POWDER,100,KAHWA SECTION
2699,2699,GAZAL BIRIYANI MASALA STANDUP 100 GM,NOOR GAZAL BIRIYANI MASALA STANDUP 100 GM,FINISHED GOODS,SAMBAR MASALA,SPICES,STAND UP,POWDER,100,NON MOVING
2700,2700,GAZAL CHAAT MASALA STANDUP 100 GM,NOOR GAZAL CHAAT MASALA STANDUP 100 GM,FINISHED GOODS,CHAAT MASALA,SPICES,STAND UP,POWDER,100,KAHWA SECTION
2704,2704,GAZAL CORIANDER SEED STANDUP 100 GM,NOOR GAZAL CORIANDER SEED STAND UP 100 GM,FINISHED GOODS,CORIANDER SEED,SPICES,STAND UP,WHOLE,100,NON MOVING
2708,2708,GAZAL CHIA SEED 200 GM,NOOR GAZAL CHIA SEED 200 GM,FINISHED GOODS,CHIA SEED,OTHER ITEMS,PILLOW,WHOLE,200,NUTS SECTION
2709,2709,GAZAL CARDAMOM POWDER STANDUP 40 GM,NOOR GAZAL CARDAMOM POWDER STANDUP 40 GM,FINISHED GOODS,CARDAMOM POWDER,SPICES,STAND UP,POWDER,40,NON MOVING
2710,2710,GAZAL CLOVES POWDER STANDUP 30 GM,NOOR GAZAL CLOVES POWDER STANDUP 30 GM,FINISHED GOODS,CLOVES POWDER,SPICES,STAND UP,POWDER,30,KAHWA SECTION
2711,2711,GAZAL GARAM MASALA STAND UP 40 GM,NOOR GAZAL GARAM MASALA STAND UP 40 GM,FINISHED GOODS,GARAM MASALA POWDER,SPICES,STAND UP,POWDER,40,KAHWA SECTION
2712,2712,GAZAL THAKOLAM STANDUP 20 GM,NOOR GAZAL THAKOLAM STANDUP 20 GM,FINISHED GOODS,THAKOLAM,SPICES,STAND UP,WHOLE,20,NON MOVING
2713,2713,GAZAL DRY GINGER STANDUP 40 GM,NOOR GAZAL DRY GINGER STANDUP 40 GM,FINISHED GOODS,DRY GINGER,SPICES,STAND UP,WHOLE,40,NON MOVING
2714,2714,GAZAL BLACK CARDAMOM STAND UP 25 GM,NOOR GAZAL BLACK CARDAMOM STAND UP 25 GM,FINISHED GOODS,BLACK CARDAMOM,SPICES,STAND UP,WHOLE,25,NUTS SECTION
2716,2716,GAZAL BLACK PEPPER WHOLE STANDUP 40 GM,NOOR GAZAL BLACK PEPPER WHOLE STANDUP 40 GM,FINISHED GOODS,BLACK PEPPER,SPICES,STAND UP,POWDER,40,NUTS SECTION
2718,2718,GAZAL NUTMUG STANDUP 40 GM,NOOR GAZAL NUTMUG STANDUP 40 GM,FINISHED GOODS,NUT MEGS WITHOUT SHELL,SPICES,STAND UP,WHOLE,40,NUTS SECTION
2719,2719,GAZAL CARDAMOM STANDUP 30 GM,NOOR GAZAL CARDAMOM STANDUP 30 GM,FINISHED GOODS,CARDAMOM,SPICES,STAND UP,POWDER,30,NUTS SECTION
2720,2720,GAZAL CLOVES STANDUP 40 GM,NOOR GAZAL CLOVES STANDUP 40 GM,FINISHED GOODS,CLOVES,SPICES,STAND UP,WHOLE,40,NUTS SECTION
2721,2721,GAZAL FENNEL SEED STANDUP 40 GM,NOOR GAZAL FENNEL SEED STANDUP 40 GM,FINISHED GOODS,FENNEL SEED,SPICES,STAND UP,WHOLE,40,NUTS SECTION
2722,2722,GAZAL CRUSHED CHILLI STANDUP 40 GM,NOOR GAZAL CRUSHED CHILLI STANDUP 40 GM,FINISHED GOODS,CRUSHED CHILLI,SPICES,STAND UP,WHOLE,40,NON MOVING
2723,2723,GAZAL KASURI METHI STANDUP 25 GM,NOOR GAZAL KASURI METHI STANDUP 25 GM,FINISHED GOODS,KASURI METHI,SPICES,STAND UP,WHOLE,25,KAHWA SECTION
2725,2725,GAZAL SAMBAR MASALA BOX 200 GM SP,NOOR GAZAL SAMBAR MASALA BOX 200 GM SP,FINISHED GOODS,SAMBAR MASALA,SPICES,BOX,POWDER,200,JAR SECTION
2727,2727,GAZAL GOLDEN RAISIN 200 GM SP OFF,NOOR GAZAL GOLDEN RAISIN 200 GM SP OFF,FINISHED GOODS,GOLDEN RAISIN,NUTS & DRY FRUITS,PILLOW,WHOLE,200,NUTS SECTION
2832,2832,GAZAL AL BURAIMI SPECIAL KAHWA 500 GM,NOOR GAZAL AL BURAIMI SPECIAL KAHWA 500 GM,FINISHED GOODS,KAWA AL BURAIMI,OMANI COFFEE,PILLOW,POWDER,500,KAHWA SECTION
2835,2835,GAZAL LONG CHILLI 100 GM,NOOR GAZAL LONG CHILLI 100 GM,FINISHED GOODS,LONG CHILLI STEM CUT,SPICES,PILLOW,WHOLE,100,MASALA TABLE
2841,2841,GAZAL BLACK CHANA 800 GM,NOOR GAZAL BLACK CHANA 800 GM,FINISHED GOODS,BLACK CHANA,PEAS & LENTILES,PILLOW,WHOLE,800,FFS DAL
2843,2843,GAZAL DRY LEMON 300GM SP OFF,NOOR GAZAL DRY LEMON 300GM SP OFF,FINISHED GOODS,DRY LEMON (BLACK),SPICES,PILLOW,WHOLE,300,KAHWA SECTION
2844,2844,GAZAL CRUSHED CHILLI PREMIUM 150 GM,NOOR GAZAL CRUSHED CHILLI PREMIUM 150 GM,FINISHED GOODS,CRUSHED CHILLI,SPICES,PILLOW,WHOLE,150,MASALA TABLE
2845,2845,GAZAL RASAM POWDER BOX 150 GM,NOOR GAZAL RASAM POWDER BOX 150 GM,FINISHED GOODS,RASAM POWDER,SPICES,BOX,POWDER,150,JAR SECTION
,2851,,NOOR GAZAL YANSOON 200 GM,FINISHED GOODS,YANSOON,SPICES,PILLOW,WHOLE,200,NUTS SECTION
2853,2853,GAZAL CHICKEN MASALA BOX 150 GM,NOOR GAZAL CHICKEN MASALA BOX 150 GM,FINISHED GOODS,CHICKEN MASALA POWDER,SPICES,BOX,POWDER,150,JAR SECTION
2854,2854,GAZAL FISH MASALA BOX 150 GM,NOOR GAZAL FISH MASALA BOX 150 GM,FINISHED GOODS,FISH MASALA POWDER,SPICES,BOX,POWDER,150,JAR SECTION
2855,2855,GAZAL MEAT MASALA BOX 150 GM,NOOR GAZAL MEAT MASALA BOX 150 GM,FINISHED GOODS,MEAT MASALA POWDER,SPICES,BOX,POWDER,150,JAR SECTION
2856,2856,GAZAL SAMBAR MASALA BOX 150 GM,NOOR GAZAL SAMBAR MASALA BOX 150 GM,FINISHED GOODS,SAMBAR POWDER,SPICES,BOX,POWDER,150,JAR SECTION
2860,2860,GAZAL CURRY POWDER STAND UP 100 GM,NOOR GAZAL CURRY POWDER STAND UP 100 GM,FINISHED GOODS,CURRY POWDER,SPICES,STAND UP,POWDER,100,KAHWA SECTION
2861,2861,GAZAL CHIA SEED STAND UP 200 GM,NOOR GAZAL CHIA SEED STAND UP 200 GM,FINISHED GOODS,CHIA SEED,SPICES,STAND UP,WHOLE,200,NUTS SECTION
2863,2863,GAZAL SAMBAR POWDER BOX 150 GM SP OFF,NOOR GAZAL SAMBAR MASALA BOX 150 GM SP OFF,FINISHED GOODS,SAMBAR MASALA,SPICES,BOX,POWDER,150,JAR SECTION
2864,2864,GAZAL CUMIN SEEDs 125 GM,NOOR GAZAL CUMIN SEEDS 125 GM,FINISHED GOODS,CUMIN SEED,SPICES,PILLOW,WHOLE,125,FFS DAL
2865,2865,GAZAL CUMIN SEEDs 300 GM,NOOR GAZAL CUMIN SEEDS 300 GM,FINISHED GOODS,CUMIN SEED,SPICES,PILLOW,WHOLE,300,NUTS SECTION
2866,2866,GAZAL CUMIN POWDER 125 GM,NOOR GAZAL CUMIN POWDER 125 GM,FINISHED GOODS,CUMIN SEED,SPICES,PILLOW,POWDER,125,FFS MASALA
2867,2867,GAZAL CUMIN POWDER 300 GM,NOOR GAZAL CUMIN POWDER 300 GM,FINISHED GOODS,CUMIN SEED,SPICES,PILLOW,POWDER,300,FFS MASALA
2869,2869,GAZAL CHILLI POWDER 150 GM N,NOOR GAZAL CHILLI POWDER 150 GM N,FINISHED GOODS,CHILLI POWDER,SPICES,PILLOW,POWDER,150,FFS MASALA
2870,2870,GAZAL KASHMIRI CHILLI POWDER 150 GM,NOOR GAZAL KASHMIRI CHILLI POWDER 150 GM,FINISHED GOODS,CHILLI POWDER (KASHMIRI),SPICES,PILLOW,POWDER,150,FFS MASALA
2871,2871,GAZAL KASHMIRI CHILLI POWDER 300 GM,NOOR GAZAL KASHMIRI CHILLI POWDER 300 GM,FINISHED GOODS,CHILLI POWDER (KASHMIRI),SPICES,PILLOW,POWDER,300,FFS MASALA
2872,2872,GAZAL CRUSHED CHILLI 300 GM,NOOR GAZAL CRUSHED CHILLI 300 GM,FINISHED GOODS,CRUSHED CHILLI,SPICES,PILLOW,WHOLE,300,MASALA TABLE
2873,2873,GAZAL CRUSHED CHILLI 75 GM,NOOR GAZAL CRUSHED CHILLI 75 GM,FINISHED GOODS,CRUSHED CHILLI,SPICES,PILLOW,WHOLE,75,MASALA TABLE
,2874,,NOOR GAZAL GARAM MASALA POWDER 400 GM,FINISHED GOODS,GARAM MASALA POWDER,SPICES,PILLOW,POWDER,400,FFS MASALA
2875,2875,GAZAL GARAM MASALA 150 GM,NOOR GAZAL GARAM MASALA POWDER 150 GM,FINISHED GOODS,GARAM MASALA POWDER,SPICES,PILLOW,POWDER,150,FFS MASALA
2876,2876,GAZAL GARAM MASALA WHOLE 150 GM,NOOR GAZAL GARAM MASALA WHOLE 150 GM,FINISHED GOODS,GARAM MASALA WHOLE,SPICES,PILLOW,WHOLE,150,OMANI AKKA
2877,2877,GAZAL GARAM MASALA WHOLE 400 GM,NOOR GAZAL GARAM MASALA WHOLE 400 GM,FINISHED GOODS,GARAM MASALA WHOLE,SPICES,PILLOW,WHOLE,400,OMANI AKKA
2879,2879,GAZAL OMANI MASALA 700 GM,NOOR GAZAL OMANI MASALA POWDER 700 GM,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,POWDER,700,FFS MASALA
2880,2880,GAZAL OMANI MASALA 200 GM,NOOR GAZAL OMANI MASALA POWDER 200 GM,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,POWDER,200,FFS MASALA
2881,2881,GAZAL OMANI MASALA PAPER POUCH 650GM,NOOR GAZAL OMANI MASALA PAPER POUCH 650 GMS,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,POWDER,650,MASALA TABLE
2882,2882,GAZAL CUMIN SEEDs 700 GM,NOOR GAZAL CUMIN SEEDS 700 GM,FINISHED GOODS,CUMIN SEED,SPICES,PILLOW,WHOLE,700,NUTS SECTION
2886,2886,GAZAL CUMIN POWDER 600 GM,NOOR GAZAL CUMIN POWDER 600 GM,FINISHED GOODS,CUMIN SEED,SPICES,PILLOW,POWDER,600,FFS MASALA
2888,2888,GAZAL FENNEL SEEDS 400 GM,NOOR GAZAL FENNEL SEEDS 400 GM,FINISHED GOODS,FENNEL SEED,SPICES,PILLOW,WHOLE,400,NUTS SECTION
2889,2889,GAZAL OMANI MASALA WHOLE 400 GM,NOOR GAZAL OMANI MASALA WHOLE 400 GM,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,WHOLE,400,OMANI AKKA
2890,2890,GAZAL OMANI MASALA WHOLE 200 GM,NOOR GAZAL OMANI MASALA WHOLE 200 GM,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,WHOLE,200,OMANI AKKA
2891,2891,GAZAL OMANI MASALA WHOLE 700 GM,NOOR GAZAL OMANI MASALA WHOLE 700 GM,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,WHOLE,700,OMANI AKKA
2892,2892,GAZAL OMANI MASALA WHOLE GAZATE 1.1 KG,NOOR GAZAL OMANI MASALA WHOLE GP 1.100 KG,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,WHOLE,1100,OMANI AKKA
2893,2893,GAZAL OMANI MASALA WHOLE GAZATE 600 GM,NOOR GAZAL OMANI MASALA WHOLE GAZATE 600 GM,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,WHOLE,600,OMANI AKKA
2894,2894,GAZAL CHILLI POWDER 125 GM,NOOR GAZAL CHILLI POWDER 125 GM,FINISHED GOODS,CHILLI POWDER,SPICES,PILLOW,POWDER,125,FFS MASALA
,2895,GAZAL CHILLI POWDER 350 GM N,NOOR GAZAL CHILLI POWDER 350 GM N,FINISHED GOODS,CHILLI POWDER,SPICES,PILLOW,POWDER,350,FFS MASALA
2896,2896,GAZAL CHILLI POWDER 750 GM,NOOR GAZAL CHILLI POWDER 750 GM,FINISHED GOODS,CHILLI POWDER,SPICES,PILLOW,POWDER,750,FFS MASALA
,2897,GAZAL CHILLI POWDER 70 GM,NOOR GAZAL CHILLI POWDER 70 GM,FINISHED GOODS,CHILLI POWDER,SPICES,PILLOW,POWDER,70,FFS MASALA
2898,2898,GAZAL KASHMIRI CHILLI POWDER 750 GM,NOOR GAZAL KASHMIRI CHILLI POWDER 750 GM,FINISHED GOODS,CHILLI POWDER (KASHMIRI),SPICES,PILLOW,POWDER,750,FFS MASALA
,2899,,NOOR GAZAL CRUSHED CHILLI 125 GM (vs),FINISHED GOODS,CRUSHED CHILLI,SPICES,PILLOW,WHOLE,125,MASALA TABLE
2900,2900,GAZAL OMANI MASALA 500 GM,NOOR GAZAL OMANI MASALA POWDER 500 GM (VS),FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,POWDER,500,FFS MASALA
2901,2901,GAZAL LONG CHILLI 125 GM,NOOR GAZAL LONG CHILLI 125 GM,FINISHED GOODS,LONG CHILLI STEM CUT,SPICES,PILLOW,WHOLE,125,MASALA TABLE
2902,2902,GAZAL FENNEL SEEDS 150 GM,NOOR GAZAL FENNEL SEEDS 150 GM,FINISHED GOODS,FENNEL SEED,SPICES,PILLOW,WHOLE,150,NUTS SECTION
2903,2903,GAZAL FENNEL SEEDS 750 GM,NOOR GAZAL FENNEL SEEDS 750 GM,FINISHED GOODS,FENNEL SEED,SPICES,PILLOW,WHOLE,750,NUTS SECTION
,2905,,NOOR GAZAL GARAM MASALA WHOLE 75 GM  (VS),FINISHED GOODS,GARAM MASALA POWDER,SPICES,PILLOW,WHOLE,75,OMANI AKKA
,2906,,NOOR GAZAL CUMIN POWDER 75 GM,FINISHED GOODS,CUMIN SEED,SPICES,PILLOW,POWDER,75,FFS MASALA
2908,2908,GAZAL MIX MASALA BOX 150 GM,NOOR GAZAL MIX MASALA BOX 150 GM,FINISHED GOODS,MIX MASALA,SPICES,BOX,POWDER,150,JAR SECTION
2909,2909,GAZAL BIRIYANI MASALA BOX 50 GM,NOOR GAZAL BIRIYANI MASALA BOX 50 GM,FINISHED GOODS,BIRIYANI MASALA,SPICES,BOX,POWDER,50,JAR SECTION
2952,2952,GAZAL VEGETABLE MASALA BOX 150 GM,NOOR GAZAL VEGETABLE MIX MASALA 150 GM,FINISHED GOODS,VEGETABLE MIX MASALA,SPICES,BOX,POWDER,150,JAR SECTION
3029,3029,GAZAL FAVA BEAN SPLIT 700 GM,NOOR GAZAL FAWA BEAN SPLIT 700 GM,FINISHED GOODS,FAWA BEAN SPLIT,CEREALS & FLOUR,PILLOW,WHOLE,700,FFS DAL
,3030,,NOOR GAZAL HAREES AL DAAR 1 KG,FINISHED GOODS,HAREES AL DAAR,CEREALS & FLOUR,PILLOW,WHOLE,1000,FFS DAL
3032,3032,GAZAL HUB HAREES AL DAAR 2 KG,NOOR GAZAL HAREES AL DAAR 2 KG,FINISHED GOODS,HAREES AL DAAR,CEREALS & FLOUR,PILLOW,WHOLE,2000,FFS DAL
3034,3034,GAZAL HUB HAREES AL DAAR 4 KG,NOOR GAZAL HUB HAREES AL DAAR 4 KG,FINISHED GOODS,HAREES AL DAAR,CEREALS & FLOUR,PILLOW,WHOLE,4000,FFS DAL
3035,3035,GAZAL CARDAMOM 400 GM SP OFF,NOOR GAZAL CARDAMOM 400 GM SP OFF,FINISHED GOODS,CARDAMOM,SPICES,PILLOW,WHOLE,400,NUTS SECTION
3036,3036,GAZAL BLACK CHANA 2 KG SP OFF,NOOR GAZAL BLACK CHANA 2 KG SP OFF,FINISHED GOODS,BLACK CHANA,PEAS & LENTILES,PILLOW,WHOLE,2000,FFS DAL
3039,3039,GAZAL OMANI MASALA 400 GM SP OFF,NOOR GAZAL OMANI MASALA 400 GM SP OFF,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,POWDER,400,FFS MASALA
3040,3040,GAZAL MEAT MASALA JAR 225 GM X 2,NOOR GAZAL MEAT MASALA JAR 225 GM X 2,FINISHED GOODS,MEAT MASALA,SPICES,JAR,POWDER,450,JAR SECTION
3041,3041,GAZAL MADRAS CURRY POWDER TIN 400 GM X 2,NOOR GAZAL MADRAS TIN 400 GM X 2,FINISHED GOODS,MADRAS CURRY POWDER,SPICES,TIN,POWDER,800,JAR SECTION
3043,3043,GAZAL GOLDEN RAISINS 400GM+CASHEW NUT 300GM,NOOR GAZAL GOLDEN RAISIN 400 GM + CASHEWNUT 300 GM,FINISHED GOODS,GOLDEN RASIN AND CASHEW NUT,NUTS & DRY FRUITS,PILLOW,WHOLE,,NUTS SECTION
3044,3044,GAZAL CORIANDER SEED 400 GM SP OFF,NOOR GAZAL CORIANDER SEED 400 GM SP OFF,FINISHED GOODS,CORIANDER SEED,SPICES,PILLOW,WHOLE,400,NUTS SECTION
3045,3045,GAZAL OMANI MASALA WHOLE GAZATE 600 GM SP OFFER,NOOR GAZAL OMANI MASALA WHOLE GP 600 GM SP OFF,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,WHOLE,600,OMANI AKKA
3046,3046,GAZAL CRUSHED CHILLI 300 GM SP OFF,NOOR GAZAL CRUSHED CHILLI 300 GM SP OFF,FINISHED GOODS,CRUSHED CHILLI,SPICES,PILLOW,WHOLE,300,MASALA TABLE
3047,3047,GAZAL OMANI MASALA WHOLE 400 GM SP OFF,NOOR GAZAL OMANI MASALA WHOLE 400 GM SP OFF,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,WHOLE,400,OMANI AKKA
3048,3048,GAZAL OMANI MASALA WHOLE GAZATE 1.1 KG SP OFF,NOOR GAZAL OMANI MASALA WHOLE 1.1 KG GP SP OFF,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,WHOLE,1100,OMANI AKKA
3049,3049,GAZAL OMANI MASALA PAPER POUCH 650GM SP OFF,NOOR GAZAL OMANI MASALA PAPER POUCH 650 GM SP OFF,FINISHED GOODS,OMANI MASALA POWDER,SPICES,PILLOW,POWDER,650,MASALA TABLE
3050,3050,GAZAL WHITE RICE 1.5KG,NOOR GAZAL WHITE RICE 1.5 KG,FINISHED GOODS,WHITE RICE,CEREALS & FLOUR,PILLOW,WHOLE,1500,FFS DAL
3052,3052,GAZAL OMANI MASALA JAR 800 GM SP OFF,NOOR GAZAL OMANI MASALA JAR 800 GM SP OFF,FINISHED GOODS,OMANI MASALA POWDER,SPICES,JAR,POWDER,800,JAR SECTION
3053,3053,GAZAL KAHWA AL IZZ AL SEELANIYA 800 GM,NOOR GAZAL KAHWA AL IZZ AL SEELANIYA 800 GM,FINISHED GOODS,SEELANIYA,OMANI COFFEE,PILLOW,POWDER,800,KAHWA SECTION
,3054,GAZAL KAHWA AL IZZ AL SEELANIYA 450 GM,NOOR GAZAL KAHWA AL IZZ AL SEELANIYA 450 GM,FINISHED GOODS,SEELANIYA,OMANI COFFEE,PILLOW,POWDER,450,KAHWA SECTION
,3055,GAZAL BLACK RAISIN 300 GM,NOOR GAZAL BLACK RAISIN 300 GM,FINISHED GOODS,BLACK RAISINS,NUTS & DRY FRUITS,PILLOW,WHOLE,300,NUTS SECTION
3058,3058,GAZAL TAMARIND PASTE 280 GM,NOOR GAZAL TAMARIND PASTE 280 GM,FINISHED GOODS,TAMARIND,OTHER ITEMS,PILLOW,WHOLE,280,MASALA TABLE
3059,3059,GAZAL GARAM MASALA 400 GM,NOOR GAZAL GARAM MASALA 400 GM SP OFF,FINISHED GOODS,GARAM MASALA POWDER,SPICES,PILLOW,POWDER,400,FFS MASALA
3060,3060,GAZAL KASHMIRI CHILLI POWDER 400 GM SP OFF,NOOR GAZAL KASHMIRI CHILLI POWDER 400 GM SP OFF,FINISHED GOODS,KASHMIRI CHILLI POWDER,SPICES,PILLOW,POWDER,400,FFS MASALA
3061,3061,GAZAL CORIANDER P + CHILLI P 300 GM EACH,NOOR GAZAL CHILLI (P)+ CORIANDER (P) 300 GM EACH,FINISHED GOODS,CHILLI POWDER AND CORIANDER POWDER,SPICES,PILLOW,POWDER,600,FFS MASALA
3062,3062,GAZAL ZAHTER 50 GM SP OFF,NOOR GAZAL ZAHTER 50 GM SP OFF,FINISHED GOODS,ZAHTHER,SPICES,PILLOW,WHOLE,50,NUTS SECTION
1922,3066,GAZAL BLACK CARDAMOM 100 GM,NOOR GAZAL BLACK CARDAMOM 100 GM,FINISHED GOODS,BLACK CARDAMOM,SPICES,PILLOW,WHOLE,100,NUTS SECTION
3068,3068,GAZAL KAHWA AL SHUYUKH 800 GM,NOOR GAZAL KAHWA AL SHUYUKH 800 GM,FINISHED GOODS,SHUYUKH,OMANI COFFEE,PILLOW,POWDER,800,KAHWA SECTION
3069,3069,GAZAL KAHWA AL KHAASA 800 GM,NOOR GAZAL KAHWA AL KHAASA 800 GM,FINISHED GOODS,KHAASA,OMANI COFFEE,PILLOW,POWDER,800,KAHWA SECTION
,3070,GAZAL KASURI METHI BOX 50 GM,NOOR GAZAL KASURI METHI BOX 50 GM,FINISHED GOODS,KASURI METHI,SPICES,BOX,WHOLE,50,JAR SECTION
,3071,GAZAL COMPOUNDED ASAFOETIDA (HING) BOX 100 GM,NOOR GAZAL COMPOUNDED ASAFOETIDA (HING) BOX 100 GM,FINISHED GOODS,COMPOUNDED ASAFOETIDA (HING),OTHER ITEMS,BOX,WHOLE,100,JAR SECTION
3072,3072,GAZAL SEMOLINA 2 KG,NOOR GAZAL SEMOLINA 2 KG,FINISHED GOODS,SEMOLINA,CEREALS & FLOUR,PILLOW,WHOLE,2000,FFS MASALA
3074,3074,GAZAL TAMARIND PASTE 280GMX3,NOOR GAZAL TAMARIND PASTE 280GMX3,FINISHED GOODS,TAMARIND,OTHER ITEMS,PILLOW,WHOLE,300,PROMOTION TABLE
,3075,GAZAL CARDAMOM 125 GM SP OFFER,NOOR GAZAL CARDAMOM 125 GM SP OFFER,FINISHED GOODS,CARDAMOM,SPICES,PILLOW,WHOLE,125,NUTS SECTION
3076,3076,GAZAL WHITE PEPPER 100 GM,NOOR GAZAL WHITE PEPPER 100 GM,FINISHED GOODS,WHITE PEPPER,SPICES,PILLOW,WHOLE,100,NUTS SECTION
3077,3077,GAZAL FLAX SEED 200GM,NOOR GAZAL FLAX SEED 200GM,FINISHED GOODS,FLAX SEED,OTHER ITEMS,PILLOW,WHOLE,200,NUTS SECTION
3078,3078,GAZAL FLAX SEED 500 GM,NOOR GAZAL FLAX SEED 500GM,FINISHED GOODS,FLAX SEED,OTHER ITEMS,PILLOW,WHOLE,500,NUTS SECTION
3079,3079,GAZAL FENNEL POWDER 100 GM,NOOR GAZAL FENNEL POWDER 100 GM,FINISHED GOODS,FENNEL POWDER,SPICES,PILLOW,POWDER,100,MASALA TABLE
3081,3081,GAZAL PAPPADAM 100 GM,NOOR GAZAL PAPPADAM 100 GM,FINISHED GOODS,PAPPADAM,OTHER ITEMS,BOX,WHOLE,100,JAR SECTION
3083,3083,GAZAL CRUSHED CHILLI 150 GM SP OFF,NOOR GAZAL CRUSHED CHILLI 150 GM SP OFFER,FINISHED GOODS,CRUSHED CHILLI,SPICES,PILLOW,WHOLE,150,MASALA TABLE
3084,3084,GAZAL CHILLI POWDER 400GM SP OFF,NOOR GAZAL CHILLI POWDER 400GM SP OFFER,FINISHED GOODS,CHILLI POWDER,SPICES,PILLOW,POWDER,400,FFS MASALA
3085,3085,GAZAL CHILLI POWDER 800GM SP OFF,NOOR GAZAL CHILLI POWDER 800GM SP OFFER,FINISHED GOODS,CHILLI POWDER,SPICES,PILLOW,POWDER,800,FFS MASALA
3089,3089,GAZAL PAPRIKA POWDER JAR 230 GM,NOOR GAZAL PAPRIKA POWDER JAR 230 GM,FINISHED GOODS,PAPRIKA POWDER,SPICES,JAR,POWDER,230,JAR SECTION
3091,3091,GAZAL AL BURAIMI SPECIAL KAHWA 800 GM,NOOR GAZAL AL BURAIMI SPECIAL KAHWA 800 GM,FINISHED GOODS,BURAIMI,OMANI COFFEE,PILLOW,POWDER,800,KAHWA SECTION
3093,3093,GAZAL KASHMIRI CHILLI WHOLE 80 GM,NOOR GAZAL KASHMIRI CHILLI WHOLE 80 GM,FINISHED GOODS,KASHMIRI CHILLI WHOLE,SPICES,PILLOW,WHOLE,80,MASALA TABLE
3164,3164,GAZAL GARAM MASALA 4 KG,NOOR GAZAL GARAM MASALA 4KG,FINISHED GOODS,GARAM MASALA POWDER,SPICES,PILLOW,POWDER,4000,MASALA TABLE
,3169,,NOOR GAZAL SAMBAR MASALA BOX 100 GM,FINISHED GOODS,SAMBAR MASALA,SPICES,BOX,POWDER,100,JAR SECTION
,3170,,NOOR GAZAL DESICATED COCONUT 150 GM,FINISHED GOODS,DES COCONUT,CEREALS & FLOUR,PILLOW,WHOLE,150,KAHWA SECTION
,3171,,NOOR GAZAL DESICATED COCONUT 400 GM,FINISHED GOODS,DES COCONUT,CEREALS & FLOUR,PILLOW,WHOLE,400,KAHWA SECTION
3172,3172,GAZAL ROASTED CUMIN POWDER 10 KG,NOOR GAZAL ROASTED CUMIN POWDER 10 KG,FINISHED GOODS,CUMIN POWDER,SPICES,BAG,POWDER,10000,MASALA TABLE
,3173,GAZAL GARLIC POWDER 1 KG,NOOR GAZAL GARLIC POWDER 1 KG,FINISHED GOODS,GARLIC POWDER,SPICES,PILLOW,POWDER,1000,JAR SECTION
3175,3175,GAZAL HUB HAREES AL DAAR 1 KG,NOOR GAZAL HAREES AL DAAR 1 KG RM SP OFF,FINISHED GOODS,HAREES AL DAAR,CEREALS & FLOUR,PILLOW,CLEANLY - WHOLE,1000,FFS DAL
,3178,,GAZAL CORIANDER POWDER 1 KG,FINISHED GOODS,CORIANDER POWDER,SPICES,PILLOW,POWDER,1000,FFS MASALA
,3180,,NOOR GAZAL   CINNAMON POWDER 500 GM,FINISHED GOODS,CINNAMON POWDER,SPICES,PILLOW,POWDER,500,MASALA TABLE
,3183,,NOOR GAZAL   CUMIN SEED 500 GM,FINISHED GOODS,CUMIN SEED,SPICES,PILLOW,WHOLE,500,NUTS SECTION
